1	2	3	4	5	6	7	8	9
9999	30054	59.45N	112.58E	193	19900800	99999999	VITIM	RU
UIKK	30230	57.77N	108.12E	258	19930800	99999999	KIRENSK	RU
9999	30309	56.07N	101.83E	489	19970300	99999999	BRATSK	RU
9999	30372	56.92N	118.37E	711	0	99999999	CARA	RU
UIUB	30554	54.47N	113.13E	995	19911000	99999999	BOGDARIN	RU
9999	30557	54.47N	113.58E	995	20180000	99999999	BOGDARIN	RU
9999	30635	53.42N	109.02E	457	19911000	99999999	UST-BARGUZIN	RU
9999	30673	53.73N	119.78E	619	0	99999999	MOGOCA	RU
9999	30715	52.48N	103.85E	450	19970300	99999999	ANGARSK	RU
9999	30758	52.02N	113.33E	685	0	99999999	CHITA	RU
9999	30935	50.37N	108.75E	770	19900800	99999999	KRASNYJ CIKOJ	RU
9999	30965	50.38N	116.52E	684	0	99999999	BORZJA	RU
9999	31004	58.62N	125.37E	682	0	99999999	ALDAN	RU
9999	31088	59.37N	143.20E	6	19910400	99999999	OHOTSK	RU
9999	31168	56.45N	138.15E	9	0	99999999	AJAN	RU
9999	31300	53.75N	127.23E	232	0	99999999	ZEJA	RU
9999	31369	53.15N	140.70E	68	0	99999999	NIKOLAEVSK-ON-AM	RU
9999	31510	50.27N	127.50E	137	19911000	99999999	BLAGOVESCENSK	RU
9999	31538	50.07N	132.13E	349	19910500	99999999	SUTUR	RU
9999	31736	48.53N	135.23E	72	19950400	99999999	HABAROVSK	RU
9999	31770	48.97N	140.30E	22	20080000	99999999	SOVETSKAJA GAVAN	RA
9999	31873	45.87N	133.73E	107	0	99999999	DAL'NERECENSK	RU
9999	31977	43.27N	132.05E	82	19950600	99999999	SAD-GOROD	RU
9999	32061	50.90N	142.17E	31	0	99999999	ALEKSANDROVSK-SAHALINSKIJ	RU
9999	32098	49.22N	143.10E	4	19940700	99999999	PORONAJSK	RU
UHSS	32150	46.92N	142.73E	31	19920500	99999999	JUZNO-SAHALINSK	RU
9999	32215	50.68N	156.13E	23	19940900	99999999	SEVERO-KURILSK	RU
9999	32389	56.32N	160.83E	28	19911000	99999999	KLJUCI	RU
9999	32477	54.30N	155.97E	25	20110101	99999999	SOBOLEVO	RA
UHPP	32540	52.97N	158.75E	24	19911000	99999999	PETROPAVLOVSK-KAMCHATSKIJ	RU
9999	32618	55.20N	165.98E	14	20110101	99999999	OSTROV BERINGA	RA
UMBB	33008	52.12N	23.68E	144	0	99999999	BREST	BY
9999	33041	52.45N	31.00E	127	19941200	99999999	GOMEL'	BY
9999	33317	50.17N	27.05E	278	19910500	99999999	SEPETOVKA	UA
UKKK	33345	50.40N	30.45E	167	19970500	99999999	KIEV/ZHULYANY	UA
UKLL	33393	49.82N	23.95E	325	19950300	99999999	L'VIV	UA
9999	33631	48.63N	22.27E	118	0	99999999	UZGOROD	UA
9999	33658	48.37N	25.90E	246	19950300	99999999	CHERNIVTSI	UA
9999	33663	48.45N	27.78E	79	0	20009999	MOGILEV-PODOL'SKIJ	UA
UKDR	33791	47.92N	33.22E	100	19950700	99999999	LOZUVATKA	UA   
UKII	33815	47.02N	28.87E	173	0	99999999	KISHINEV	RU
UKOO	33837	46.43N	30.77E	43	19950300	99999999	ODESSA/TSENTRALNY	UA
UKFF	33946	45.02N	33.98E	187	19970500	99999999	SIMFEROPOL'	UA
9999	33966	45.05N	34.60E	183	19970100	99999999	KRYMSKAYA	UA
9999	34009	51.77N	36.17E	247	19961200	99999999	KURSK	RU
UUOO	34122	51.67N	39.27E	104	19970500	99999999	VORONEZ	RU
UWSS	34172	51.57N	46.05E	156	0	99999999	SARATOV	RU
9999	34247	50.42N	41.05E	93	19900800	99999999	KALAC	RU
9999	34300	49.93N	36.28E	152	0	99999999	KHARKOV	RU
URWW	34560	48.68N	44.35E	145	19970500	99999999	VOLGOGRAD	RU
URWW	34467	48.58N	44.35E	141	20120000	99999999	VOLGOGRAD	RU
URRR	34731	47.25N	39.82E	77	19970500	99999999	ROSTOV-NA-DONU	RU
9999	34858	45.92N	43.35E	87	19910100	99999999	DIVNOE	RU
9999	34880	46.27N	48.03E	-18	19941200	99999999	ASTRAHAN'	RU
9999	34882	46.27N	47.98E	-17	20120000	99999999	ASTRAHAN'	RU
9999	35121	51.78N	55.22E	109	19911000	99999999	ORENBURG	RU
UATT	35229	50.28N	57.15E	224	19970500	99999999	AKTJUBINSK	RU
9999	35394	49.80N	73.13E	553	19870100	99999999	KARAGANDA	RU
9999	35671	47.80N	67.72E	345	19891100	99999999	DZEZKAZGAN	RU
9999	35700	47.02N	51.85E	-15	19891100	99999999	GUR'EV	RU
9999	36003	52.28N	76.95E	123	19910500	99999999	PAVLODAR	RU
9999	36096	51.67N	94.38E	629	19900000	99999999	KYZYL	RU
UAAA	36870	43.23N	76.93E	847	19920900	99999999	ALMA-ATA	RU
9999	36872	43.36N	77.00E	663	20110101	99999999	ALMATY	RA
9999	37011	44.09N	39.03E	95	20120000	99999999	TUAPSE (STREAM)	RU
9999	37018	44.10N	39.07E	41	19910500	99999999	TUAPSE (STREAM)	RU
URMM	37054	44.22N	43.10E	314	19970500	99999999	MINERALYNE VODY	RU
URMM	37055	44.22N	43.10E	313	20120000	99999999	MINERALYNE VODY	RU
9999	37099	43.58N	39.77E	57	20140000	99999999	RAZDOL/SOCI	RU
9999	37259	43.01N	47.48E	2	20110101	99999999	MAHACHKALA	RS
UGGG	37549	41.68N	44.95E	490	19940500	99999999	TBILISI/NOVOALEXEYE	RU
UGEE	37789	40.13N	44.47E	890	19940400	99999999	YEREVAN/ZVARTNOTS	RU
9999	37860	40.53N	50.00E	28	20080000	99999999	MASHTAGA	RU
9999	38062	44.85N	65.50E	130	20110101	99999999	KZYLORDA	RA
9999	38064	44.77N	65.52E	133	20110101	99999999	KYZYLORDA	RA
9999	38341	42.85N	71.38E	653	19910500	99999999	DZAMBUL	RU
9999	38343	45.95N	72.75E	683	19910400	20009999	LUGOVAJA	RU
UAFF	38353	42.85N	74.53E	760	19950300	99999999	FRUNZE	RU
UTTT	38457	41.27N	69.27E	489	19970500	99999999	TASKENT/YUZNI	RU
9999	38507	40.03N	52.98E	89	19910500	99999999	KRASNOVODSK	RU
9999	38750	37.47N	53.97E	-23	19910500	20009999	GASAN-KULI	RU
OSDI	40080	33.42N	36.52E	609	19970100	99999999	DAMASCUS (CIV/MIL)	SY
OLBA	40100	33.82N	35.48E	19	19910700	99999999	BEIRUT (CIV/MIL)	LB
9999	40179	32.00N	34.82E	30	0	99999999	BET DAGAN	IL
9999	40186	31.87N	34.68E	20	20080000	99999999	ASHDOD NORTH	IL
OJHR	40250	32.50N	38.20E	688	0	20009999	HOTEL-4 'IRWAISHED'	JO
OJMF	40265	32.37N	36.27E	687	19900800	99999999	MAFRAQ (JOR-AFB)	JO
OEPA	40373	28.33N	46.12E	355	19901000	99999999	HAFR AL-BATIN ARPT	SA
OETB	40375	28.37N	36.58E	770	0	99999999	TABUK (SAUD-AFB)	SA
OEHL	40394	27.52N	41.73E	1013	0	99999999	HAIL	SA
OEMF	40417	26.45N	49.82E	12	0	99999999	KING FAHAD INTERNATIONAL APT	SA
OEMA	40430	24.55N	39.72E	636	0	99999999	MADINAH INTL ARPT	SA
OERK	40437	24.93N	46.72E	612	0	99999999	RIYADH/KING KHALID	SA
OKBK	40582	29.22N	47.98E	55	19920400	99999999	KUWAIT INTERNATIONAL AIRPORT	KW
ORBH	40648	33.37N	43.57E	45	19800200	20009999	HABBANIYA (IRQ-AFB)	IQ
ORBB	40650	33.23N	44.23E	34	20100000	99999999	BAGHDAD/SIRSENK/BAM	IR
OITT	40706	38.08N	46.28E	1361	19891200	99999999	TABRIZ(IRAN-AB/CIV)	IR
OIMM	40745	36.27N	59.63E	980	19891200	99999999	MASHHAD (AFB/CIV)	IR
OIII	40754	35.68N	51.35E	1191	19960100	99999999	TEHRAN/MEHRABAD AFB	IR
OICC	40766	34.27N	47.12E	1322	19941200	99999999	KERMANSHAH/BAKTARAN	IR
OIFM	40800	32.62N	51.67E	1590	19891200	99999999	ESFAHAN (CIV/AFB)	IR
OIMB	40809	32.87N	59.20E	1491	19830100	99999999	BIRJAND	IR
OIMB	40811	31.33N	48.66E	22	19970500	99999999	BIRJAND	IR
9999	40821	31.90N	54.28E	1237	0	99999999	YAZD	IR
OIKK	40841	30.25N	56.97E	1754	19890200	99999999	KERMAN	IR
OISS	40848	29.53N	52.58E	1491	19891200	99999999	SHIRAZ (CIV/AFB)	IR
9999	40856	29.47N	60.88E	1379	0	99999999	ZAHEDAN	IR
OIKB	40875	27.22N	56.37E	10	19891200	99999999	BANDAR ABBAS INTL	IR
OAMS	40911	36.70N	67.20E	378	20100000	99999999	MAZAR-I-SHARIF	AH
OAUZ	40913	36.67N	68.92E	433	20100000	99999999	KUNDUZ	AH
OAKB	40948	34.55N	69.22E	1791	19920200	99999999	KABUL INTL (MIL)	AH
9999	40980	32.83N	67.78E	2000	0	99999999	MOKUR	AH
OAKN	40990	31.50N	65.85E	1010	20080000	99999999	KANDAHAR	AH
OEJN	41024	21.67N	39.15E	17	19910500	99999999	JEDDAH/ABDUL AZIZ	SA
OEAB	41112	18.23N	42.65E	2084	0	99999999	ABHA	SA
OEKM	41114	18.30N	42.80E	2056	0	20009999	KHAMIS MUSHAIT AFB	SA
9999	41169	25.27N	51.60E	12	20180101	99999999	HAMAD INTL AIRPORT (inactive)	QT
9999	41170	25.27N	51.55E	10	0	99999999	DOHA	QT
OMAA	41217	24.43N	54.65E	27	19920900	99999999	ABU DHABI INTL	AE
OOMS	41256	23.58N	58.28E	17	19950500	99999999	SEEB INTL/MUSCAT	OM
OOSA	41316	17.03N	54.08E	17	19900800	99999999	SALALAH	OM
OYSN	41404	15.38N	44.20E	2190	19961000	20009999	SANA'A	YE
9999	41414	17.37N	50.95E	610	0	20009999	THAMUD	YE
9999	41480	12.83N	45.03E	4	20110101	99999999	ADEN/KHORMAKSAR	DY
9999	41506	35.85N	71.83E	1494	20110101	99999999	CHITRAL	PK
9999	41515	35.40N	71.78E	1480	20110101	99999999	DROSH	PK
9999	41529	34.03N	71.93E	329	20180101	99999999	PESHAWAR	PK
OPPS	41530	34.02N	71.58E	360	0	99999999	PESHAWAR (CIV/MIL)	PK
OPSR	41594	32.05N	72.67E	188	0	99999999	SARGODHA (PAK-AFB)	PK
9999	41598	32.93N	73.72E	233	20110101	99999999	JHELUM	PK
9999	41600	32.50N	74.53E	256	20180101	20191015	SIALKOT CITY (inactive)	PK
9999	41624	31.82N	70.92E	174	20110101	99999999	DERA ISMAIL KHAN	PK
OPLH	41640	31.55N	74.33E	215	19920700	99999999	LAHORE/WALTON	PK
9999	41661	30.27N	66.92E	1621	20110101	99999999	QUETTA	PK
9999	41675	30.20N	71.43E	123	20110101	99999999	MULTAN	PK
9999	41678	29.95N	73.25E	163	20180101	20191015	BAHAWALNAGAR (inactive)	PK
9999	41710	28.82N	62.75E	683	20180423	99999999	NOKKUNDI	PK
9999	41712	28.88N	64.40E	849	20110101	99999999	DALBANDIN	PK
9999	41715	28.30N	68.47E	56	20110101	99999999	JACOBABAD	PK
9999	41718	28.65N	70.68E	87	20110101	99999999	KHANPUR	PK
9999	41739	26.97N	64.10E	981	20110101	99999999	PANJGUR	PK
9999	41744	27.83N	66.63E	1225	20110101	99999999	KHUZDAR	PK
9999	41749	26.25N	68.37E	37	20110101	99999999	NAWABSHAH	PK
9999	41756	25.07N	61.80E	56	20110101	99999999	JIWANI	PK
9999	41764	25.31N	68.36E	40	20181001	20191015	HYDERABAD ARPT (inactive)	PK
9999	41768	25.52N	69.78E	6	20110101	99999999	CHHOR	PK
OPKC	41780	24.90N	67.13E	22	19920800	99999999	KARACHI INTL ARPT	PK
9999	41859	25.73N	89.23E	34	20110101	99999999	RANGPUR	BW
VGBG	41883	24.85N	89.37E	20	20080000	99999999	BOGRA	BD
9999	41891	24.90N	91.88E	35	20110101	99999999	SYLHET	BW
9999	41907	24.13N	89.05E	14	20110101	99999999	ISHURDI	BW
9999	41923	23.78N	91.18E	9	0	99999999	COMILLA	BD
9999	41936	23.18N	89.17E	7	20110101	99999999	JESSORE	BW
9999	41943	23.03N	91.42E	8	20110101	99999999	FENI	BW
9999	41950	22.75N	90.37E	4	20110101	99999999	BARISAL	BW
9999	41977	22.35N	91.82E	34	19901200	99999999	CHITTAGONG/AMBAGAN	BD
9999	41992	21.43N	91.93	4	20110101	99999999	COX'S BAZAR	BW
9999	42027	34.08N	74.83E	1587	0	99999999	SRINAGAR	IN
9999	42056	32.67N	74.83E	323	20160000	99999999	JAMMU, JK	IN
9999	42079	31.53N	76.90E	875	20180000	99999999	SUNDERNAGER	IN
9999	42101	30.33N	76.47E	251	19900500	99999999	PATIALA	IN
9999	42103	30.38N	76.77E	272	20180201	99999999	AMBALA	IN
9999	42111	30.32N	78.05E	682	20160000	99999999	DEHRADUN,UTTARAKHAND	IN
9999	42123	29.92N	73.92E	177	20180000	99999999	GANGANAGAR	IN
9999	42165	28.00N	73.30E	224	20180101	99999999	BIKANER	IN
9999	42170	28.25N	74.92E	286	20180101	99999999	CHURU	IN
VIDD	42182	28.58N	77.20E	216	0	99999999	DELHI/SAFDARJUNG	IN
9999	42189	28.36N	79.40E	173	20180131	99999999	BAREILLY	IN
9999	42260	27.16N	77.96E	168	20180107	99999999	AGRA/VIAG	IN
9999	42273	27.57N	81.60E	124	20180107	99999999	BAHRAICH	IN
9999	42299	27.33N	88.62E	1756	20160000	99999999	GANGTOK	IN
VEMN	42314	27.48N	95.02E	111	0	99999999	DIBRUGARH/MOHANBARI	IN
9999	42328	26.90N	70.92E	257	20180101	99999999	JAISALMER	IN
VIJO	42339	26.30N	73.02E	224	0	99999999	JODHPUR (IN-AFB)	IN
9999	42348	26.82N	75.80E	390	20180101	99999999	JAIPUR	IN
9999	42399	26.53N	88.72E	81	20180101	99999999	JALPAIGURI	IN
VIGR	42361	26.23N	78.25E	207	19900500	99999999	GWALIOR (IN-AFB)	IN
VILK	42369	26.75N	80.88E	128	19960400	99999999	LUCKNOW/AMAUSI	IN
VEGK	42379	26.75N	83.37E	77	0	99999999	GORAKHPUR (IN-AFB)	IN
9999	42397	26.67N	88.37E	123	0	99999999	SILIGURI	IN
VEGT	42410	26.10N	91.58E	54	0	99999999	GAUHATI (IN-AFB)	IN
9999	42435	25.75N	71.38E	193	20180101	99999999	BARMER	IN
VIKO	42452	25.15N	75.85E	274	20180117	99999999	KOTA AERODROME	IN
9999	42475	25.45N	81.73E	98	20180208	20180208	ALLAHABAD/BAMRAULI	IN
VEPT	42492	25.60N	85.10E	60	19960400	99999999	PATNA	IN
9999	42498	25.23N	86.95E	49	20180128	99999999	BHAGALPUR	IN
9999	42539	24.20N	72.20E	136	20180101	99999999	DEESA	IN
9999	42542	24.61N	73.88E	514	20180101	99999999	UDAIPUR	IN
9999	42591	24.75N	84.95E	116	20110101	99999999	GAVA	IN
9999	42623	24.67N	93.90E	774	20110101	99999999	IMPHAL	IN
9999	42634	23.25N	69.67E	80	20190612	99999999	BHUJ	IN
VAAH	42647	23.07N	72.63E	55	19960300	99999999	AHMADABAD	IN
VABP	42667	23.28N	77.35E	523	0	99999999	BHOPAL/BAIRAGARH	IN
9999	42675	23.16N	79.95E	393	20180101	99999999	JABALPUR	IN
VERC	42701	23.32N	85.32E	652	19930500	99999999	RANCHI	IN
9999	42706	23.38N	87.08E	99	20180101	99999999	BANKURA	IN
VEAT	42724	23.88N	91.25E	16	19900300	99999999	AGARTALA	IN
9999	42798	22.82N	86.18E	142	20110101	99999999	JAMSHEDPUR	IN
VECC	42809	22.65N	88.45E	6	19960400	99999999	CALCUTTA/DUM DUM	IN
9999	42840	21.20N	72.83E	12	20180102	99999999	SURAT	IN
VANP	42867	21.10N	79.05E	310	0	99999999	NAGPUR SONEGAON AFB	IN
9999	42874	21.22N	81.67E	298	19961100	99999999	PBO RAIPUR	IN
9999	42895	21.50N	86.93E	20	20110101	99999999	BALASORE	IN
VEBS	42971	20.25N	85.83E	46	0	99999999	BHUBANESWAR	IN
VEJH	42886	21.92N	84.08E	230	20160000	99999999	JHARSUGUDA	IN
VABB	43003	19.12N	72.85E	14	19960300	99999999	BOMBAY/SANTACRUZ	IN
VAAU	43014	19.85N	75.40E	579	0	99999999	AURANGABAD AIRPORT	IN
9999	43041	19.08N	82.03E	553	0	99999999	JAGDALPUR	IN
9999	43049	19.26N	84.88E	17	20190717	99999999	GOPALPUR	IN
9999	43063	18.53N	73.85E	558	20160000	99999999	POONA, MM	IN
9999	43110	16.98N	73.33E	91	20160000	99999999	RATNAGIRI	IN
VOHY	43128	17.45N	78.47E	545	19960300	99999999	HYDERABAD (CIV/MIL)	IN
9999	43150	17.70N	83.30E	66	19910500	99999999	VISHAKHAPATNAM/WALT	IN
9999	43185	16.20N	81.15E	3	19900500	99999999	MACHILIPATNAM	IN
9999	43192	15.48N	73.82E	60	0	99999999	GOA/PANJIM	IN
9999	43201	15.42N	75.63E	650	20180101	99999999	GADAG	IN
VOMM	43279	13.00N	80.18E	16	19960300	99999999	MADRAS/MINAMBAKKAM	IN
9999	43285	12.95N	74.83E	31	19900500	99999999	PANAMBUR	IN
9999	43295	12.97N	77.58E	921	0	99999999	BANGALORE	IN
9999	43311	11.12N	72.73E	4	0	99999999	AMINI DIVI	IN
VEPB	43333	11.67N	92.72E	79	0	99999999	PORT BLAIR	IN
9999	43346	10.92N	79.83E	7	19900500	99999999	KARAIKAL	IN
VOCC	43353	9.95N	76.27E	3	0	99999999	COCHIN (IN-NAVY)	IN
9999	43369	8.30N	73.15E	2	0	99999999	MINICOY ISLAND	IN
9999	43371	8.48N	76.95E	64	19950300	99999999	THIRUVANANTHAPURAM	IN
9999	43413	8.98N	79.92E	3	20180000	99999999	MANNAR	SB
9999	43418	8.58N	81.25E	7	20110101	99999999	TRINCOMALEE	SB
9999	43424	8.03N	79.83E	2	20110101	99999999	PUTTALAM	SB
9999	43466	6.90N	79.87E	7	19930900	99999999	COLOMBO	LK
9999	43497	6.12N	81.13E	20	20110101	99999999	HANBANTOTA	SB
9999	43555	4.20N	73.53E	2	20110101	99999999	MALE	MV
9999	43599	00.68S	73.15E	2	19820800	99999999	GAN	MV
9999	44212	49.97N	92.08E	936	19921000	99999999	ULAN-GOM	MN
9999	44231	49.63N	100.17E	1288	19921000	99999999	MUREN	MN
9999	44259	48.07N	114.50E	756	0	99999999	CHOIBALSAN	MN
9999	44277	46.40N	96.25E	2147	19900600	99999999	ALTAI	MN
9999	44288	46.27N	102.78E	1832	19921000	99999999	ARBAIHER	MN
9999	44292	47.93N	106.98E	1313	19890500	99999999	ULAN-BATOR	MN
9999	44373	43.58N	104.42E	1470	19921000	99999999	DALANZADGAD	MN
9999	45004	22.32N	114.17E	66	19920800	99999999	KING'S PARK	HK
9999	46741	23.00N	120.22E	14	19970400	20009999	TAINAN (=593580)	TW
9999	46750	22.67N	120.45E	24	20110101	99999999	PINGTUNG SOUTH	TW
9999	46780	22.68N	121.50E	280	20110101	99999999	LU-TAU	TW
9999	47003	42.32N	130.40E	3	19900600	20009999	SENBONG	KO
9999	47058	39.03N	125.78E	38	19940900	99999999	PYONGYANG	KO
9999	47090	38.25N	128.57E	18	19901200	99999999	SOKCHO	KO
9999	47101	37.90N	127.73E	79	20180301	20190602	CHUNCHON (inactive)	KD
9999	47102	38.03N	127.15E	70	19830100	99999999	CHONGONG-NI	KO
9999	47104	37.80N	128.86E	80	20160000	99999999	BUKGANGNEUNG	KO
RKSO	47122	37.10N	127.03E	12	19910200	99999999	OSAN (US/KOR-AFB)	KO
9999	47138	36.03N	129.38E	6	19900600	99999999	POHANG	KO
RKJJ	47158	35.12N	126.82E	13	19961200	99999999	KWANGJU (KOR-AFB)	KO
9999	47169	34.68N	125.45E	83	0	99999999	HEUKSANDO	KO
9999	47185	33.28N	126.17E	73	19920700	99999999	CHEJU	KO
RBSN	47186	33.32N	126.67E	243	20160000	99999999	NATL TYPHOON CENTER	KO
9999	47261	34.55N	126.58E	14	20080000	99999999	HAEMAN	KO
9999	47401	45.42N	141.68E	11	19910400	99999999	WAKKANAI	JP
9999	47412	43.05N	141.33E	19	19950800	99999999	SAPPORO	JP
RJCS	47418	42.97N	144.40E	37	20100000	99999999	KUSHIRO	JP
9999	47420	43.33N	145.58E	26	19910400	99999999	NEMURO	JP
RJSM	47580	40.68N	141.38E	39	19970100	99999999	MISAWA	JP
9999	47582	39.72N	140.10E	21	19910800	99999999	AKITA	JP
9999	47590	38.27N	140.90E	43	19911000	99999999	SENDAI	JP
9999	47600	37.38N	136.90E	14	19910400	99999999	WAJIMA	JP
9999	47646	36.05N	140.13E	31	0	99999999	TATENO	JP
9999	47678	33.12N	139.78E	80	19910400	99999999	HACHIJOJIMA/OMURE	JP
RJNH	47681	34.73N	137.67E	48	0	99999999	HAMAMATSU AB	JP
9999	47741	35.46N	133.06E	22	20100000	99999999	MATSUE	JP
9999	47744	35.43N	133.35E	8	19930300	99999999	YONAGO	JP
9999	47778	33.45N	135.77E	75	19930300	99999999	SHIONOMISAKI	JP
9999	47807	33.58N	130.38E	14	19910800	99999999	FUKUOKA	JP
9999	47827	31.63N	130.58E	31	19910800	99999999	KAGOSHIMA/YOSHINO	JP
RJOS	47881	34.13N	134.62E	11	19900700	99999999	TOKUSHIMA(JMSDF/CV)	JP
9999	47909	28.38N	129.55E	295	19910800	99999999	NAZE/FUNCHATOGE	JP
ROIG	47918	24.33N	124.17E	7	19920700	99999999	ISHIGAKIJIMA ISLAND	JP
9999	47936	26.20N	127.68E	27	19920700	99999999	NAHA AIRPORT	JP
ROMD	47945	25.83N	131.23E	20	19920700	99999999	MINAMIDAITOJIMA ISLAND	JP
RJAO	47971	27.08N	142.18E	8	19910400	99999999	CHICHIJIMA ISLAND	JP
RJAW	47981	24.78N	141.33E	116	19920400	99999999	IWOJIMA (JMSDF)	JP
RJAM	47991	24.30N	153.97E	9	19930400	99999999	MINAMITORISHIMA	JP
VBRM	48042	21.98N	96.10E	76	19930200	99999999	MANDALAY	MM
9999	48097	16.77N	96.17E	15	20110101	99999999	RANGOON	BM
VTCC	48327	18.78N	98.98E	314	19900700	99999999	CHIANG MAI (CIV/AFB)	TH
9999	48354	17.38N	102.80E	178	20110101	99999999	UDON THANI	TH
9999	48378	16.82N	100.27E	44	20110101	99999999	PHITSANULOK	TH
9999	48381	16.46N	102.78E	204	20180115	99999999	KHON KAEN (inactive)	TH
VTUU	48407	15.25N	104.87E	127	19940800	99999999	UBON/RATCHATHANI	TH
9999	48431	14.97N	102.08E	188	20110101	99999999	NAKHON RATCHASIMA	TH
9999	48453	13.67N	100.60E	3	20080000	99999999	BANGNA AGROMET	TH
